day_of_week,hour_sin,hour_cos,month_sin,month_cos,is_weekend,quarter,lat,long,label
0.71428571,0.13052619,-0.99144486,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946160,34.80651220,5
0.71428571,0.12619897,-0.99200495,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.12186934,-0.99254615,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.11753740,-0.99306846,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.11320321,-0.99357186,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.10886687,-0.99405634,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.10018806,-0.99496852,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.09584575,-0.99539620,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.09150162,-0.99580493,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.08715574,-0.99619470,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.08280821,-0.99656550,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.07845910,-0.99691733,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80650510,5
0.71428571,0.07410849,-0.99725019,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.06975647,-0.99756405,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.06540313,-0.99785892,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.06104854,-0.99813480,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945080,34.80650010,5
0.71428571,0.05669279,-0.99839167,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.05233596,-0.99862953,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.04797813,-0.99884839,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.04361939,-0.99904822,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.03925982,-0.99922904,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.03489950,-0.99939083,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.03053851,-0.99953359,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.00872654,-0.99996192,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.00436331,-0.99999048,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,0.00000000,-1.00000000,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.00436331,-0.99999048,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.00872654,-0.99996192,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.01308960,-0.99991433,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.01745241,-0.99984770,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.02181489,-0.99976203,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.02617695,-0.99965732,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.03053851,-0.99953359,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.03489950,-0.99939083,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.03925982,-0.99922904,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.04361939,-0.99904822,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.04797813,-0.99884839,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.05233596,-0.99862953,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945120,34.80649990,5
0.71428571,-0.05669279,-0.99839167,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945120,34.80649990,5
0.71428571,-0.06104854,-0.99813480,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.06540313,-0.99785892,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.06975647,-0.99756405,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.07410849,-0.99725019,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.07845910,-0.99691733,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.08280821,-0.99656550,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945340,34.80650410,5
0.71428571,-0.08715574,-0.99619470,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945340,34.80650410,5
0.71428571,-0.09150162,-0.99580493,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945340,34.80650410,5
0.71428571,-0.09584575,-0.99539620,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.10018806,-0.99496852,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.10452846,-0.99452190,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.10886687,-0.99405634,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.11320321,-0.99357186,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.11753740,-0.99306846,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.12186934,-0.99254615,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.12619897,-0.99200495,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.13052619,-0.99144486,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.13485093,-0.99086590,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.13917310,-0.99026807,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945350,34.80650400,5
0.71428571,-0.14349262,-0.98965139,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945350,34.80650400,5
0.71428571,-0.14780941,-0.98901586,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.15212339,-0.98836151,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.15643447,-0.98768834,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.16074257,-0.98699637,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.16504761,-0.98628560,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.16934950,-0.98555606,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.17364818,-0.98480775,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.17794355,-0.98404070,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.18223553,-0.98325491,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.18652404,-0.98245040,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.19080900,-0.98162718,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.19509032,-0.98078528,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.19936793,-0.97992470,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.20364175,-0.97904547,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.20791169,-0.97814760,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.21217767,-0.97723111,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.21643961,-0.97629601,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.22069744,-0.97534232,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.22920039,-0.97337926,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.23344536,-0.97236992,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.23344536,-0.97236992,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.23768589,-0.97134207,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.24192190,-0.97029573,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.25038000,-0.96814764,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.25038000,-0.96814764,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.25460195,-0.96704594,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.25881905,-0.96592583,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.26303121,-0.96478732,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.26723838,-0.96363045,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.27144045,-0.96245524,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.27563736,-0.96126170,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.27982901,-0.96004985,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.28401534,-0.95881973,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.28819627,-0.95757136,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.29237170,-0.95630476,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.29654157,-0.95501994,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945240,34.80648390,5
0.71428571,-0.30070580,-0.95371695,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946190,34.80648800,5
0.71428571,-0.30486430,-0.95239580,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.30901699,-0.95105652,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.31316381,-0.94969913,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945250,34.80648400,5
0.71428571,-0.31730466,-0.94832366,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945250,34.80648400,5
0.71428571,-0.32143947,-0.94693013,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945250,34.80648400,5
0.71428571,-0.32556815,-0.94551858,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.32969065,-0.94408902,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.33380686,-0.94264149,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.33791672,-0.94117602,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.34202014,-0.93969262,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.34611706,-0.93819134,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.35020738,-0.93667219,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.35429104,-0.93513521,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.35836795,-0.93358043,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.36243804,-0.93200787,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.36650123,-0.93041757,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.37055744,-0.92880955,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.37460659,-0.92718385,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.37864862,-0.92554050,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.38268343,-0.92387953,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.38671096,-0.92220097,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.39073113,-0.92050485,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.39474386,-0.91879121,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.39874907,-0.91706007,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.40274669,-0.91531148,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.40673664,-0.91354546,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.41071885,-0.91176204,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.41469324,-0.90996127,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.41865974,-0.90814317,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.42261826,-0.90630779,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946410,34.80650420,5
0.71428571,-0.42656874,-0.90445515,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.43051110,-0.90258528,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.43444526,-0.90069824,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.43837115,-0.89879405,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.44228869,-0.89687274,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.44619781,-0.89493436,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.45009844,-0.89297894,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.45399050,-0.89100652,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.45787392,-0.88901714,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.46174861,-0.88701083,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.46561452,-0.88498764,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.46947156,-0.88294759,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.47331967,-0.88089074,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.47715876,-0.87881711,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.48098877,-0.87672676,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.48480962,-0.87461971,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.48862124,-0.87249601,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.49242356,-0.87035570,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.53361452,-0.84572782,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.53729961,-0.84339145,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945980,34.80649590,5
0.71428571,-0.54097447,-0.84103901,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945750,34.80651410,5
0.71428571,-0.56999676,-0.82164694,0.86602540,-0.50000000,1.00000000,0.50000000,32.04946150,34.80648810,5
0.71428571,-0.57357644,-0.81915204,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.57714519,-0.81664156,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.58070296,-0.81411552,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.58424967,-0.81157398,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.58778525,-0.80901699,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.59130965,-0.80644460,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.59482279,-0.80385686,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.59832460,-0.80125381,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.60181502,-0.79863551,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.60529399,-0.79600200,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.60876143,-0.79335334,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.61221728,-0.79068957,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.61566148,-0.78801075,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945340,34.80650410,5
0.71428571,-0.61909395,-0.78531693,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.62251464,-0.78260816,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.62592347,-0.77988448,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.62932039,-0.77714596,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945360,34.80650400,5
0.71428571,-0.63270533,-0.77439264,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945360,34.80650400,5
0.71428571,-0.63607822,-0.77162458,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.63943900,-0.76884183,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.64278761,-0.76604444,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.64612398,-0.76323247,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.64944805,-0.76040597,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950190,34.80600850,6
0.71428571,-0.65275975,-0.75756498,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.65605903,-0.75470958,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.65934582,-0.75183981,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.66588167,-0.74605738,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.66913061,-0.74314483,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.67880075,-0.73432251,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.67880075,-0.73432251,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.68199836,-0.73135370,0.86602540,-0.50000000,1.00000000,0.50000000,32.04945270,34.80648400,5
0.71428571,-0.69465837,-0.71933980,0.86602540,-0.50000000,1.00000000,0.50000000,32.04950790,34.80650310,5
0.71428571,-0.71018538,-0.70401472,0.86602540,-0.50000000,1.00000000,0.50000000,32.04949140,34.80647800,5
0.71428571,-0.71325045,-0.70090926,0.86602540,-0.50000000,1.00000000,0.50000000,32.04954770,34.80652050,5
0.71428571,-0.72236396,-0.69151306,0.86602540,-0.50000000,1.00000000,0.50000000,32.04986560,34.80645640,5
0.71428571,-0.72537437,-0.68835458,0.86602540,-0.50000000,1.00000000,0.50000000,32.04961360,34.80657330,5
0.71428571,-0.72837097,-0.68518299,0.86602540,-0.50000000,1.00000000,0.50000000,32.04961360,34.80657330,5
0.71428571,-0.73135370,-0.68199836,0.86602540,-0.50000000,1.00000000,0.50000000,32.04961360,34.80657330,5
